HR,Name,DM,HD,SAO,FK5,IRflag,r_IRflag,Multiple,GLON,GLAT,SpType,RAh,RAm,RAs,DE-,DEd,DEm,DEs
5321,4    UMi,BD+78  478,124547,7958,524,I,,S,117.67,38.78,K3III,14,08,50.9,+,77,32,51
5322,,BD-05 3837,124553,139806,,,,,337.22,51.32,F9V,14,14,21.3,-,05,56,51
5323,14    Boo,BD+13 2764,124570,100925,,,,S,0.78,66.03,F6IV,14,14,05.2,+,12,57,34
5324,,CD-2810528,124576,182374,,,,,324.02,30.14,A1V,14,15,01.3,-,29,16,55
5325,,CD-44 9181,124580,224798,,,,,318.20,15.36,F9V,14,15,38.8,-,45,00,03
5326,,CP-59 5476,124601,241580,,I,,W,313.42,1.21,M5IIe,14,16,34.2,-,59,54,50
5327,,CP-82  601,124639,258697,,,,,305.94,-20.53,B8Ve,14,24,23.3,-,82,50,55
5328,17Kap1Boo,BD+52 1782,124674,29045,,,,,96.46,60.92,F1V,14,13,27.7,+,51,47,16
5329,17Kap2Boo,BD+52 1782,124675,29046,,,,,96.46,60.91,A8IV,14,13,29.0,+,51,47,25
5330,15    Boo,BD+10 2654,124679,100934,3131,I,,W,356.00,64.00,K1III,14,14,50.8,+,10,06,02
5331,,BD+04 2841,124681,120364,,I,,,346.51,58.96,M4IIIab,14,14,53.0,+,03,20,10
5332,,BD-17 4046,124683,158448,,,,,329.44,40.31,A1V,14,15,24.1,-,18,12,03
5333,,BD+22 2678,124713,83242,3130,,,,21.95,70.38,A7V,14,14,41.0,+,21,52,24
5334,,BD+70  778,124730,16305,3128,I,,,112.88,46.09,M2IIIab,14,12,04.0,+,69,25,57
5335,,BD+42 2472,124755,44952,,,,,78.52,67.73,gK3,14,14,23.5,+,41,31,08
5336,Eps Aps,CP-79  755,124771,257142,,,,,306.93,-17.95,B4V,14,22,22.7,-,80,06,32
5337,,CD-32 9982,124780,205371,3132,,,,322.67,26.36,F0V,14,16,18.3,-,33,14,29
5338,99Iot Vir,BD-05 3843,124850,139824,525,I,,,337.75,51.07,F6III,14,16,00.9,-,06,00,02
5339,Del Oct,CP-83  557,124882,258698,,,,,305.68,-21.31,K2III,14,26,54.9,-,83,40,04
5340,16Alp Boo,BD+19 2777,124897,100944,526,I,,,15.14,69.11,K1.5IIIFe-0.5,14,15,39.7,+,19,10,57
5341,,BD-05 3845,124915,139828,,,,,337.36,50.49,A9III,14,16,21.5,-,06,37,19
5342,,BD-02 3812,124931,139830,,,,,340.32,53.39,A1V,14,16,30.1,-,03,11,47
5343,,BD+19 2779,124953,100949,,,,,14.49,68.90,A8III,14,16,04.2,+,18,54,43
5344,,BD-17 4053,124990,158462,,,,,329.69,39.80,G5,14,17,03.8,-,18,35,07
5345,,BD+53 1699,125019,29059,,,,,97.00,60.16,A4V,14,15,16.9,+,52,32,09
5346,,BD+20 2954,125040,83259,,,,,17.70,69.32,F8V,14,16,32.8,+,20,07,17
5347,,BD+40 2760,125111,64040,,,,,73.94,68.33,F2IV,14,16,24.2,+,39,44,41
5348,,CD-3210005,125150,205412,,,,,323.14,26.22,F0V,14,18,23.8,-,33,13,14
5349,,CP-60 5294,125158,252703,,,,,313.35,-00.20,Am,14,19,51.5,-,61,16,23
5350,21Iot Boo,BD+52 1784,125161,29071,528,,,,95.23,60.96,A9V,14,16,09.9,+,51,22,02
5351,19Lam Boo,BD+46 1949,125162,44965,527,,,,86.97,64.67,A0p,14,16,23.0,+,46,05,18
5352,,BD+15 2690,125180,100956,,I,,,6.61,66.76,M3IIIa,14,17,28.4,+,15,15,48
5353,,BD-06 3964,125184,139856,,,,W,337.18,49.49,G5IV,14,18,00.6,-,07,32,33
5354,Iot Lup,CD-45 9084,125238,224833,,,,,318.48,14.14,B2.5IV,14,19,24.2,-,46,03,28
5355,,BD-18 3789,125248,158481,1369,,,,330.06,39.52,A0pCrEu,14,18,38.3,-,18,42,58
5356,,CD-2510271,125276,182433,,,,,326.53,33.01,F5V,14,19,00.8,-,25,48,56
5357,,CD-36 9268,125283,205430,,,,,321.83,22.62,A2Vn,14,19,23.9,-,37,00,13
5358,,CP-55 5984,125288,241641,529,,,,315.05,4.38,B6Ib,14,20,19.5,-,56,23,12
5359,100Lam Vir,BD-12 4018,125337,158489,1371,I,:,D,333.40,44.25,A2m,14,19,06.6,-,13,22,16
5360,,BD+51 1908,125349,29086,,,,,94.87,60.88,A2IV,14,17,21.1,+,51,18,26
5361,,BD+36 2468,125351,64053,1370,I,,,62.73,69.76,K0III,14,17,59.8,+,35,30,34
5362,,CD-42 9235,125383,224838,,,,W,319.69,16.91,G8III,14,20,09.7,-,43,03,32
5363,,BD+48 2188,125406,44982,,,,,89.83,63.20,F5,14,17,49.2,+,48,00,06
5364,,CD-44 9236,125442,224843,,,,,319.01,14.88,F0IV,14,20,42.5,-,45,11,14
5365,18    Boo,BD+13 2782,125451,100975,1372,,,W,2.76,65.08,F5IV,14,19,16.3,+,13,00,15
5366,102Ups Vir,BD-01 2938,125454,139866,3134,I,,,342.25,53.74,G9III,14,19,32.5,-,02,15,56
5367,Psi Cen,CD-37 9336,125473,205453,1373,,,W,321.72,21.71,A0IV,14,20,33.4,-,37,53,07
5368,,BD+01 2913,125489,120400,,,,,344.97,55.88,A7V,14,19,40.9,+,00,23,03
5369,,BD+39 2749,125538,64064,,,,,70.98,68.36,G9IV,14,18,55.7,+,38,46,03
5370,20    Boo,BD+16 2637,125560,100980,3135,I,,,9.59,66.86,K3III,14,19,45.2,+,16,18,25
5371,,CP-57 6619,125628,241673,,,,W,314.64,2.33,G8III+F5V,14,22,37.0,-,58,27,34
5372,,BD+55 1678,125632,29098,,,,,99.05,58.02,A5Vn,14,18,55.8,+,54,51,51
5373,,BD+39 2750,125642,64072,,,,,70.85,68.19,A2V,14,19,47.7,+,38,47,38
5374,,BD+31 2605,125658,64074,3136,,,,47.84,70.32,A5III,14,20,08.7,+,30,25,45
5375,,CD-47 9082,125721,224870,,,,W,318.20,11.83,B1III,14,22,38.7,-,48,19,13
5376,,CD-34 9570,125745,205485,3137,,,,323.33,24.46,B8V,14,22,19.7,-,34,47,13
5377,,CD-50 8501,125810,241686,3138,,,W,317.43,9.50,K2III,14,23,20.3,-,50,46,20
5378,,CD-38 9329,125823,205497,,,,,321.57,20.02,B7IIIp,14,23,02.2,-,39,30,44
5379,,CP-67 2574,125835,252735,530,,,,311.48,-06.89,A3Ib,14,25,06.3,-,68,11,43
5380,,CP-52 7195,125869,241691,,,,,316.64,7.22,K1III,14,23,48.4,-,53,10,36
5381,51    Hya,CD-27 9803,125932,182483,,I,,,326.60,30.87,K4III,14,23,05.8,-,27,45,14
5382,,CP-65 2718,125990,252737,,,,,312.26,-05.02,A3V,14,25,39.5,-,66,10,24
5383,2    Lib,BD-11 3729,126035,158528,1374,,,,335.82,45.20,G7III,14,23,25.6,-,11,42,51
5384,,BD+01 2920,126053,120424,,I,',,347.17,56.02,G1V,14,23,15.3,+,01,14,30
5385,,BD+09 2882,126128,,,,,,356.56,61.33,F0V+F2V,14,23,22.6,+,08,26,42
5386,,BD+09 2882,126129,120426,,,,,356.56,61.33,A0V,14,23,22.7,+,08,26,48
5387,,BD+25 2770,126141,83321,3139,,,,33.14,69.39,F5V,14,23,06.8,+,25,20,17
5388,,BD+08 2857,126200,120433,,,,,356.48,61.08,A3V,14,24,00.9,+,08,14,37
5389,,CP-76  826,126209,257163,,,,,308.60,-14.95,K0-1III,14,29,36.8,-,76,43,45
5390,,CD-2411469,126218,182517,1376,,,,328.45,33.40,G8III,14,24,48.6,-,24,48,23
5391,,CP-65 2732,126241,252745,3141,,,,312.52,-04.75,K3III,14,27,07.1,-,65,49,18
5392,,BD+06 2875,126248,120434,1375,,,,353.10,59.33,A5V,14,24,11.3,+,05,49,12
5393,,BD-11 3736,126251,158550,,,,,336.23,45.09,F4III,14,24,40.9,-,11,40,11
5394,,BD+08 2858,126271,120436,,,,,356.35,60.92,K4III,14,24,18.3,+,08,05,06
5395,Tau1Lup,CD-44 9322,126341,224919,1377,,,W,319.92,14.50,B2IV,14,26,08.2,-,45,13,17
5396,Tau2Lup,CD-44 9323,126354,224920,,,,W,319.87,14.35,F4IV+A7:,14,26,10.8,-,45,22,46
5397,,BD-19 3880,126367,158558,,,,,331.22,37.68,A2V,14,25,29.8,-,19,58,11
5398,,CD-41 8757,126386,224923,,,,,321.06,17.19,K2III,14,26,13.4,-,42,19,09
5399,,CD-2610280,126400,182535,,,,,327.67,31.45,G7IV,14,25,47.7,-,26,51,09
5400,,CD-39 8918,126475,205561,,,,,322.14,19.41,B7IV,14,26,49.9,-,39,52,26
5401,,CD-45 9188,126504,224929,,,,W,319.75,13.59,A1mA5/7-F2,14,27,12.2,-,46,08,04
5402,,BD+39 2764,126597,64137,3142,,,,68.67,67.34,gK2,14,25,29.2,+,38,23,35
5403,,CP-58 5549,126610,241737,,,,,315.11,1.35,A0II-III,14,28,43.5,-,59,11,52
5404,23The Boo,BD+52 1804,126660,29137,531,I,,W,93.84,59.65,F7V,14,25,11.8,+,51,51,03
5405,22    Boo,BD+19 2810,126661,101025,1378,,,,18.06,66.82,F0m,14,26,27.4,+,19,13,37
5406,104    Vir,BD-05 3880,126722,139942,,,,,341.39,49.45,A2IV,14,27,24.4,-,06,07,13
5407,52    Hya,CD-2810712,126769,182570,532,,,,326.95,28.83,B8V,14,28,10.4,-,29,29,30
5408,,CP-67 2595,126862,252767,,,,W,312.20,-06.66,K1III,14,31,16.5,-,67,43,02
5409,105Phi Vir,BD-01 2957,126868,139951,533,,,,345.22,52.51,G2IV,14,28,12.1,-,02,13,41
5410,106    Vir,BD-06 4009,126927,139957,3143,I,,,341.13,48.62,K5III,14,28,41.7,-,06,54,02
5411,,BD+41 2504,126943,45058,,,,,74.26,65.88,F1IV,14,27,27.3,+,41,01,30
5412,,CD-44 9383,126981,224969,,,,W,320.55,14.15,B8Vn,14,30,08.6,-,45,19,18
5413,,CD-48 9098,126983,224972,,,,W,318.95,10.25,A1V+B,14,30,20.9,-,49,31,09
5414,,BD+28 2331,127043,83373,,,,,41.69,68.52,A1V,14,28,31.5,+,28,17,21
5415,,BD+28 2332,127067,83374,,,,,41.69,68.51,A1V,14,28,33.3,+,28,17,27
5416,,BD+36 2495,127065,64161,3144,,,,62.79,67.57,K0III,14,28,16.4,+,36,11,49
5417,,CD-40 8729,127152,224982,,,,,322.51,18.21,K3III,14,30,56.5,-,40,50,42
5418,,BD+01 2941,127167,120499,3145,,,,348.95,54.66,A5IV,14,29,50.5,+,00,49,44
5419,,CD-38 9430,127193,205637,3148,,,,323.38,20.01,K1III,14,31,10.8,-,38,52,11
5420,24    Boo,BD+50 2084,127243,29165,,,,,90.16,60.64,G3IV,14,28,37.8,+,49,50,41
5421,,CP-56 6296,127297,241777,,,,,316.44,3.31,F5Ia,14,32,32.9,-,56,53,16
5422,,BD+32 2482,127304,64178,,,,,51.15,68.13,A0V s,14,29,49.7,+,31,47,28
5423,,BD+42 2508,127334,45075,3146,,,,75.46,65.16,G5V,14,29,36.8,+,41,47,45
5424,,BD+05 2886,127337,120504,3149,I,,W,353.97,57.44,gK4,14,30,45.4,+,04,46,20
5425,Sig Lup,CD-49 8831,127381,241781,,,,,318.93,9.25,B2III,14,32,36.9,-,50,27,25
5426,,CP-54 6053,127486,241792,,,,,317.30,5.00,F6IV-V,14,33,32.4,-,54,59,54
5427,,CP-52 7301,127501,241793,,,,W,318.19,7.14,K0III,14,33,29.9,-,52,40,48
5428,,CD-3011519,127624,205681,,,,W,327.47,27.27,K0III,14,33,09.6,-,30,42,51
5429,25Rho Boo,BD+31 2628,127665,64202,534,I,,,47.29,67.80,K3-III,14,31,49.8,+,30,22,17
5430,5    UMi,BD+76  527,127700,8024,1379,I,,,115.39,39.99,K4-IIIBa0.3,14,27,31.5,+,75,41,46
5431,,CD-41 8890,127716,225027,,,,,322.56,16.83,A2IV,14,34,08.0,-,42,05,59
5432,,CP-59 5642,127724,241811,,,,,315.57,0.28,K2III,14,35,17.2,-,60,00,57
5433,,BD+27 2388,127726,83394,,,,,37.58,67.54,A7Vn,14,32,20.2,+,26,40,38
5434,26    Boo,BD+22 2715,127739,83395,3151,,,,26.51,66.57,F2IV,14,32,32.5,+,22,15,36
5435,27Gam Boo,BD+38 2565,127762,64203,535,I,,,67.26,66.17,A7III,14,32,04.7,+,38,18,30
5436,,BD+63 1136,127821,16406,3150,,,,105.61,50.47,F4IV,14,30,46.1,+,63,11,08
5437,,BD+60 1547,127929,16411,536,,,,102.58,52.76,F0III,14,31,42.8,+,60,13,32
5438,,BD-19 3903,127964,182676,,,,,333.37,36.25,A4V,14,34,50.7,-,20,26,21
5439,,CD-40 8794,127971,225046,,,,W,323.05,17.25,B7V,14,35,31.5,-,41,31,02
5440,Eta Cen,CD-41 8917,127972,225044,537,,,I,322.77,16.67,B1.5Vne,14,35,30.4,-,42,09,28
5441,,BD+37 2545,127986,64212,,,,,63.89,66.37,F8IV w,14,33,20.3,+,36,57,34
5442,,BD+56 1746,128000,29191,,I,,,96.99,56.34,gK5,14,32,30.9,+,55,23,52
5443,,CP-67 2616,128020,252824,3156,,,,312.69,-07.10,F7V,14,37,46.3,-,67,55,56
5444,,CD-45 9293,128068,225054,,,,W,321.20,12.87,K3III,14,36,19.0,-,46,14,43
5445,,BD+33 2474,128093,64221,3153,,,W,52.82,67.13,F5V,14,34,11.7,+,32,32,04
5446,,CD-39 9047,128152,205744,,,,,324.04,18.93,K1III,14,36,24.2,-,39,35,50
5447,28Sig Boo,BD+30 2536,128167,83416,1380,,,W,45.62,67.20,F2V,14,34,40.8,+,29,44,42
5448,,BD+37 2551,128198,64227,,I,,,62.91,66.22,gK5,14,34,38.5,+,36,37,33
5449,,CD-39 9050,128207,205751,,,,,323.84,18.35,B8n,14,36,44.2,-,40,12,42
5450,,CD-45 9302,128266,225062,,,,W,321.41,12.90,G8III,14,37,20.1,-,46,08,02
5451,,BD+57 1519,128332,29202,3154,,,,98.69,54.95,F6-8V,14,34,15.9,+,57,03,55
5452,,BD+50 2095,128333,45121,3155,I,,,88.15,60.21,M1IIIab,14,34,39.6,+,49,22,06
5453,Rho Lup,CD-48 9198,128345,225071,3158,,,,320.13,9.86,B5V,14,37,53.2,-,49,25,33
5454,,BD+23 2710,128402,83427,3157,,,,29.44,66.05,K0,14,36,06.9,+,23,15,01
5455,,BD-11 3770,128429,158677,1381,,,,339.35,42.97,F5V,14,36,59.8,-,12,18,19
5456,,CD-38 9529,128488,205786,,,,,324.76,19.51,K3III,14,38,19.6,-,38,47,39
5457,,CD-46 9469,128582,225089,,,,,321.52,12.36,F7V,14,39,11.0,-,46,35,03
5458,,CD-48 9218,128617,225091,,,,,320.52,10.10,F3IV,14,39,24.7,-,49,03,20
5459,Alp1Cen,CP-60 5483,128620,252838,538,I,,W,315.78,-00.71,G2V,14,39,35.9,-,60,50,07
5460,Alp2Cen,CP-60 5483,128621,,,I,',W,315.78,-00.71,K1V,14,39,36.1,-,60,50,08
5461,,CP-55 6107,128713,241898,3162,,,,317.63,3.29,K0-1II,14,40,32.8,-,56,26,27
5462,,BD+18 2906,128750,101121,3160,,,,18.81,63.90,gK2,14,38,14.0,+,18,17,54
5463,Alp Cir,CP-64 2977,128898,252853,539,,,W,314.34,-04.59,ApSrEuCr:,14,42,30.4,-,64,58,31
5464,,BD+44 2376,128902,45145,,I,,,77.43,62.89,K2III,14,38,12.5,+,43,38,31
5465,,CP-58 5672,128917,241912,,,,,316.91,1.23,F4V,14,41,55.7,-,58,36,58
5466,,CD-35 9702,128974,205823,,,,,326.50,21.67,A0p:,14,41,01.4,-,36,08,06
5467,,BD+54 1693,128998,29227,3161,,,,94.17,56.73,A1V,14,38,15.2,+,54,01,24
5468,33    Boo,BD+45 2204,129002,45153,540,,,,78.76,62.42,A1V,14,38,50.2,+,44,24,16
5469,Alp Lup,CD-46 9501,129056,225128,541,,,W,321.61,11.44,B1.5III/Vn,14,41,55.8,-,47,23,18
5470,Alp Aps,CP-78  893,129078,257193,542,,,,308.49,-17.45,K3IIIa,14,47,51.6,-,79,02,41
5471,,CD-37 9618,129116,205839,,,,,325.90,20.10,B3V,14,41,57.6,-,37,47,37
5472,,BD+22 2731,129132,83458,,,,S,27.15,64.75,G0V,14,40,21.9,+,21,58,32
5473,,BD+14 2769,129153,101137,,,,,10.34,61.10,F0V,14,40,42.4,+,13,32,03
5474,,CD-3011624,129161,205841,,,,W,329.23,26.24,ApSi,14,41,51.1,-,30,56,00
5475,29Pi 1Boo,BD+17 2768,129174,101138,,,,,15.64,62.54,B9pMnHgSi,14,40,43.6,+,16,25,06
5476,29Pi 2Boo,BD+17 2768,129175,101139,,,,,15.64,62.54,A6V,14,40,43.9,+,16,25,04
5477,30Zet Boo,BD+14 2770,129246,101145,,,,,10.80,61.12,A2III,14,41,08.9,+,13,43,42
5478,30Zet Boo,BD+14 2770,129247,101145,,,,,10.80,61.12,A2III,14,41,08.9,+,13,43,42
5479,,BD+80  448,129245,8054,3159,,,,117.41,36.35,K3III,14,33,38.3,+,79,39,37
5480,31    Boo,BD+08 2903,129312,120601,3163,I,,,2.05,57.76,G7+IIIHdel -0.5,14,41,38.8,+,08,09,42
5481,32    Boo,BD+12 2729,129336,101152,1382,,,,7.46,59.86,G8III,14,41,43.5,+,11,39,38
5482,,CP-62 4275,129422,252869,,,,W,315.50,-02.81,A9V,14,45,17.3,-,62,52,33
5483,,BD+21 2674,129430,83474,,,,,25.53,64.15,G8III-IV,14,41,54.2,+,21,07,25
5484,4    Lib,CD-2411637,129433,182795,,,,,332.75,31.32,B9,14,43,13.6,-,24,59,51
5485,,CD-34 9868,129456,205871,544,,,,327.48,22.29,K3IIIb,14,43,39.4,-,35,10,25
5486,,CP-57 6772,129462,241966,,,,,317.32,1.19,K0III,14,44,55.5,-,58,28,40
5487,107Mu  Vir,BD-05 3936,129502,140090,545,,,,346.55,47.54,F2III,14,43,03.6,-,05,39,30
5488,,CP-55 6150,129557,241971,,,,W,318.57,3.78,B2III,14,45,10.9,-,55,36,07
5489,,CD-34 9888,129685,205899,,,,,327.73,22.15,A0V,14,44,59.2,-,35,11,31
5490,34    Boo,BD+27 2413,129712,83488,1383,I,,,38.00,65.06,M3-III,14,43,25.4,+,26,31,40
5491,,CP-87  235,129723,258720,920,,,,304.24,-25.68,Am,15,28,19.1,-,88,07,59
5492,,BD+61 1451,129798,16466,,,,,102.09,51.16,F2V,14,42,03.2,+,61,15,43
5493,,BD+41 2523,129846,45190,3166,I,,,70.09,63.30,K4III,14,43,44.4,+,40,27,33
5494,,CD-46 9562,129858,225178,,,,,322.30,11.06,A1V,14,46,29.1,-,47,26,28
5495,,CD-51 8457,129893,241992,546,,,W,320.20,6.57,G8III,14,47,01.3,-,52,23,01
5496,,BD-00 2867,129902,140116,,I,,,351.32,50.45,M1III,14,45,11.7,-,01,25,04
5497,54    Hya,CD-2411661,129926,182855,,,,,333.13,30.63,F2III-IV,14,46,00.1,-,25,26,35
5498,,CD-51 8461,129932,241995,,,,W,320.31,6.72,A1III-IV,14,47,12.3,-,52,12,20
5499,,BD-22 3844,129944,182857,3167,,,,334.50,32.60,gG5,14,46,06.8,-,23,09,11
5500,,CP-66 2645,129954,252894,,,,W,314.22,-06.33,B2.5Ve,14,48,44.4,-,66,35,38
5501,108    Vir,BD+01 2972,129956,120642,,,,,353.72,51.97,B9.5V,14,45,30.2,+,00,43,02
5502,35Omi Boo,BD+17 2780,129972,101184,,I,,,17.74,61.82,G8.5III,14,45,14.5,+,16,57,52
5503,5    Lib,BD-14 4023,129978,158788,,,,,339.48,39.15,K1III,14,45,57.8,-,15,27,35
5504,,BD-20 4087,129980,182858,,,,W,335.73,34.29,F7V,14,46,10.9,-,21,10,34
5505,36Eps Boo,BD+27 2417,129988,,,,,,39.38,64.78,A2V,14,44,59.2,+,27,04,30
5506,36Eps Boo,BD+27 2417,129989,83500,,I,,,39.38,64.78,K0-II-III,14,44,59.2,+,27,04,27
5507,,BD+19 2854,130025,101187,,,,,21.51,62.60,K0,14,45,20.7,+,18,53,05
5508,,CD-37 9686,130055,205937,,,,,326.62,19.20,K3III,14,47,05.1,-,38,17,27
5509,,CD-43 9326,130073,225183,,,,,324.22,14.46,G8III,14,47,32.1,-,43,33,27
5510,,BD+33 2489,130084,64306,1384,I,,,52.83,64.79,M1IIIb,14,45,13.7,+,32,47,18
5511,109    Vir,BD+02 2862,130109,120648,547,,,,355.28,52.68,A0V,14,46,14.9,+,01,53,34
5512,,BD+15 2758,130144,101200,3168,I,,,14.55,60.79,M5IIIab,14,46,06.0,+,15,07,55
5513,,BD-20 4093,130157,182873,,I,,,335.89,34.03,K5III,14,47,13.7,-,21,19,29
5514,55    Hya,CD-2510534,130158,182875,,,,,333.34,30.32,A0IIIp,14,47,22.5,-,25,37,28
5515,,CP-56 6441,130227,242026,,,,,318.61,2.58,K1III,14,49,06.9,-,56,40,04
5516,56    Hya,CD-2510537,130259,182882,1385,,,,333.15,29.87,G5III,14,47,44.8,-,26,05,15
5517,57    Hya,CD-2610519,130274,182883,,,,,332.88,29.36,B9V,14,47,57.5,-,26,38,47
5518,,BD-12 4134,130325,158808,,,,,341.92,41.05,K0III,14,47,54.9,-,12,50,23
5519,,CD-36 9645,130328,205966,,,,,327.72,20.53,M3III,14,48,38.1,-,36,38,05
5520,,CP-72 1604,130458,257206,,,,W,311.56,-12.39,G7IIIa+F9IV,14,53,13.7,-,73,11,24
5521,,CD-2311916,130529,182898,,I,,W,334.59,31.28,gK1,14,49,18.7,-,24,15,06
5522,,BD-00 2886,130557,140152,3169,,,,353.00,50.25,B9VSi:Cr:,14,48,54.1,-,00,50,52
5523,7Mu  Lib,BD-13 3986,130559,158821,,,,,341.30,39.78,A1pSrCrEu,14,49,19.1,-,14,08,56
5524,,BD+24 2779,130603,83535,,,,,33.54,63.58,F2-6V,14,48,23.3,+,24,22,00
5525,Pi 1Oct,CP-82  629,130650,258713,3987,,,,306.84,-21.37,G8-K0III,15,01,50.8,-,83,13,40
5526,58    Hya,CD-2710073,130694,182911,,I,,,332.65,27.97,K4III,14,50,17.3,-,27,57,37
5527,,CP-63 3436,130701,252928,,,,I,315.83,-04.01,G3II+B8V,14,52,35.0,-,63,48,36
5528,Omi Lup,CD-43 9391,130807,225248,,,,W,324.90,14.11,B5IV,14,51,38.4,-,43,34,32
5529,,BD+38 2593,130817,64344,1386,,,,63.78,63.12,F2V,14,49,06.7,+,37,48,40
5530,8Alp1Lib,BD-15 3965,130819,158836,1387,,,W,340.31,38.07,F4IV,14,50,41.2,-,15,59,50
5531,9Alp2Lib,BD-15 3966,130841,158840,548,I,,W,340.33,38.01,A3IV,14,50,52.7,-,16,02,30
5532,,BD+29 2581,130917,83551,3171,,,W,43.16,63.83,A4V,14,49,58.4,+,28,36,57
5533,38    Boo,BD+46 1993,130945,45226,,,,,79.98,59.97,F7IV w,14,49,18.7,+,46,06,58
5534,,BD+24 2786,130948,83553,3172,,,,32.76,63.06,G0-2V,14,50,15.8,+,23,54,43
5535,11    Lib,BD-01 2991,130952,140176,,I,,,352.08,48.82,G8III-IV,14,51,01.0,-,02,17,57
5536,,BD+00 3253,130970,140177,,I,,,354.23,50.31,K3III,14,51,00.1,-,00,15,26
5537,,BD+51 1957,131040,29296,,,,,88.43,57.10,F5IV,14,49,32.3,+,51,22,29
5538,39    Boo,BD+49 2326,131041,45231,,,,,84.29,58.58,F6V+F5V,14,49,41.3,+,48,43,14
5539,Zet Cir,CP-65 2918,131058,252951,,,,,315.03,-06.06,B3Vn,14,54,42.4,-,65,59,29
5540,,CP-76  924,131109,257212,3175,,,,310.14,-15.60,K4III:,14,57,52.9,-,76,39,46
5541,,BD+37 2580,131111,64355,,I,,,62.48,62.99,K0III-IV,14,50,29.6,+,37,16,19
5542,,CD-3011780,131117,206035,,,,,331.67,25.45,G1V,14,52,33.1,-,30,34,37
5543,,CD-37 9760,131120,206037,3173,,,,327.93,19.11,B7IIIp,14,52,51.1,-,37,48,12
5544,37Xi  Boo,BD+19 2870,131156,101250,,I,,,23.09,61.36,G8Ve+K4Ve,14,51,23.3,+,19,06,04
5545,Pi 2Oct,CP-82  636,131246,258714,,,,,307.03,-21.25,G8Ib,15,04,46.7,-,83,02,18
5546,,CP-59 5753,131342,242111,3174,,,,317.82,-00.88,K2III,14,55,34.6,-,60,06,51
5547,,CP-76  931,131425,257218,,,,,310.01,-16.09,G8II,15,00,11.8,-,77,09,37
5548,12    Lib,CD-2411735,131430,182983,,I,,,335.49,30.35,K2III,14,54,20.1,-,24,38,32
5549,,CD-3210457,131432,206079,,,,W,330.61,22.87,K2III,14,54,38.0,-,33,18,02
5550,,BD+16 2705,131473,101273,,,,,17.22,59.51,F9V,14,53,23.3,+,15,42,16
5551,The Cir,CP-62 4337,131492,252965,,,,W,316.71,-03.31,B4Vnpe,14,56,44.0,-,62,46,51
5552,,BD+59 1615,131507,29315,549,I,,,98.56,51.78,K4III,14,51,26.4,+,59,17,38
5553,,BD+19 2881,131511,101276,,,,,23.55,60.93,K2V,14,53,23.7,+,19,09,10
5554,13Xi 1Lib,BD-11 3827,131530,158887,,,,,344.34,40.88,G7III,14,54,22.9,-,11,53,54
5555,,CP-74 1281,131551,257219,,,,W,311.08,-14.23,B9V,14,59,56.0,-,75,01,57
5556,,CP-52 7634,131562,242120,3176,,,,321.28,5.56,A2III,14,56,17.3,-,52,48,35
5557,Ome Oct,CP-84  490,131596,258717,,,,,306.17,-22.82,B9.5V,15,11,08.3,-,84,47,15
5558,,CD-3310169,131625,206099,1389,,,W,330.53,22.27,A0V,14,55,44.7,-,33,51,21
5559,,CD-47 9543,131657,225306,,,,W,323.63,9.90,B9V,14,56,32.0,-,47,52,45
5560,,CD-50 8939,131705,242128,,,,,322.01,6.71,M2III,14,57,01.4,-,51,26,49
5561,,CD-38 9785,131752,206110,,,,,327.79,17.34,A0-1V,14,56,35.8,-,39,24,58
5562,,CD-3210480,131774,206112,,I,,,331.34,23.25,K3III,14,56,30.9,-,32,38,12
5563,7Bet UMi,BD+74  595,131873,8102,550,I,,W,112.65,40.50,K4-III,14,50,42.3,+,74,09,20
5564,15Xi 2Lib,BD-10 3989,131918,158915,1390,I,,,345.35,40.92,K4III,14,56,46.1,-,11,24,35
5565,,CD-2811055,131919,183030,,I,:,,333.44,26.16,B9V,14,57,13.6,-,29,09,28
5566,,CD-48 9494,131923,225328,3178,,,,323.40,8.91,G3-5V,14,58,08.8,-,48,51,47
5567,,BD+15 2796,131951,101293,551,,,,15.69,58.32,A0V,14,56,13.2,+,14,26,47
5568,,BD-20 4125,131977,183040,1391,I,,,338.24,32.70,K4V,14,57,28.0,-,21,24,56
5569,,BD+32 2531,132029,64408,,,,,51.36,62.57,A2V,14,55,58.7,+,32,18,01
5570,16    Lib,BD-03 3696,132052,140240,3177,,,,351.73,46.27,F0V,14,57,11.0,-,04,20,47
5571,Bet Lup,CD-42 9853,132058,225335,552,,,,326.25,13.91,B2III/IV,14,58,31.9,-,43,08,02
5572,,CD-39 9402,132096,206154,,,,,327.89,16.72,K2III,14,58,36.8,-,39,54,24
5573,,BD+00 3277,132132,120758,1393,I,,W,356.13,49.22,K1III,14,57,33.3,-,00,10,03
5574,,BD+22 2764,132145,83596,1392,,,,28.80,60.93,A1V,14,57,03.6,+,21,33,19
5575,,BD+16 2715,132146,101299,,,,,19.22,59.00,gG5,14,57,11.7,+,16,23,18
5576,Kap Cen,CD-41 9342,132200,225344,553,,,W,326.87,14.75,B2IV,14,59,09.7,-,42,06,15
5577,59    Hya,CD-2710148,132219,183058,,,,,334.61,27.28,A4V+A6V,14,58,39.2,-,27,39,26
